id,name,city,country,iata_code,lat,lng,links_count,objectID
1566,Vagar,Vagar,"Faroe Islands",FAE,62.063628,-7.277219,8,625
1567,"Broken Hill Airport","Broken Hill",Australia,BHQ,-32.0014,141.472,8,6241
1568,"Cat Bi International Airport",Haiphong,Vietnam,HPH,20.819386,106.724989,8,6188
1569,"Bugulma Airport",Bugulma,Russia,UUA,54.64,52.8017,8,6160
1570,"Nukus Airport",Nukus,Uzbekistan,NCU,42.4884,59.6233,8,6151
1571,"Izhevsk Airport",Izhevsk,Russia,IJK,56.8281,53.4575,8,6141
1572,"Nyagan Airport",Nyagan,Russia,NYA,62.11,65.615,8,6139
1573,"Kingman Airport",Kingman,"United States",IGM,35.2595,-113.938,8,6132
1574,"Virgin Gorda Airport","Spanish Town","British Virgin Islands",VIJ,18.4464,-64.4275,8,6080
1575,"San Cristóbal Airport","San Cristóbal",Ecuador,SCY,-0.910206,-89.61745,8,6045
1576,"Santa Maria Airport","Santa Maria",Brazil,RIA,-29.711358,-53.688153,8,6040
1577,"Macaé Airport",Macaé,Brazil,MEA,-22.343,-41.766,8,6037
1578,"Fukushima Airport",Fukushima,Japan,FKS,37.2274,140.431,8,5999
1579,"Londolovit Airport",Londolovit,"Papua New Guinea",LNV,-3.04361,152.629,8,5979
1580,"Kalskag Airport",Kalskag,"United States",KLG,61.5363,-160.341,8,5964
1581,"Hiva Oa-Atuona Airport",Hiva-oa,"French Polynesia",AUQ,-9.768794,-139.011256,8,5890
1582,"Puerto Jimenez Airport","Puerto Jimenez","Costa Rica",PJM,8.53333,-83.3,8,5847
1583,"Cabo Velas Airport",Nicoya,"Costa Rica",TNO,10.3557,-85.852892,8,5844
1584,"JAGS McCartney International Airport","Cockburn Town","Turks and Caicos Islands",GDT,21.4445,-71.1423,8,5807
1585,"San Luis County Regional Airport","San Luis Obispo","United States",SBP,35.2368,-120.642,8,5768
1586,"Central Nebraska Regional Airport","Grand Island","United States",GRI,40.9675,-98.3096,8,5740
1587,"Southwest Georgia Regional Airport",Albany,"United States",ABY,31.5355,-84.1945,8,5715
1588,"Nanyuki Civil Airport",Nanyuki,Kenya,NYK,-0.067,37.033,8,5695
1589,"Galcaio Airport",Galcaio,Somalia,GLK,6.78083,47.4547,8,5688
1590,"Bosaso Airport",Bosaso,Somalia,BSA,11.2753,49.1494,8,5686
1591,"Hassan I Airport","El Aaiún","Western Sahara",EUN,27.1517,-13.2192,8,5672
1592,"Kruger Mpumalanga International Airport",Mpumalanga,"South Africa",MQP,-25.3832,31.1056,8,5604
1593,Fredericton,Fredericton,Canada,YFC,45.868889,-66.537222,8,56
1594,"Sogndal Airport",Sogndal,Norway,SOG,61.1561,7.13778,8,5586
1595,"Kumasi Airport",Kumasi,Ghana,KMS,6.71456,-1.59082,8,5556
1596,"Batna Airport",Batna,Algeria,BLJ,35.752106,6.308589,8,5552
1597,"Muskrat Dam Airport","Muskrat Dam",Canada,MSA,53.4414,-91.7628,8,5544
1598,"Chevery Airport",Chevery,Canada,YHR,50.4689,-59.6367,8,5503
1599,"Hopedale Airport",Hopedale,Canada,YHO,55.4483,-60.2286,8,5502
1600,"Makkovik Airport",Makkovik,Canada,YMN,55.0769,-59.1864,8,5492
1601,"Nain Airport",Nain,Canada,YDP,56.5492,-61.6803,8,5488
1602,"Apartadó Airport",Apartadó,Colombia,APO,7.033,-77.2,8,5476
1603,"Chisasibi Airport",Chisasibi,Canada,YKU,53.8056,-78.9169,8,5472
1604,"Bearskin Lake Airport","Bearskin Lake",Canada,XBE,53.9656,-91.0272,8,5468
1605,"Nanortalik Heliport",Nanortalik,Greenland,JNN,60.14,-45.2317,8,5444
1606,"Tabubil Airport",Tabubil,"Papua New Guinea",TBG,-5.27861,141.226,8,5434
1607,"Kavieng Airport",Kavieng,"Papua New Guinea",KVG,-2.5794,150.808,8,5428
1608,"Daru Airport",Daru,"Papua New Guinea",DAU,-9.08676,143.208,8,5421
1609,"Buka Airport","Buka Island","Papua New Guinea",BUA,-5.42232,154.673,8,5419
1610,"Munda Airport",Munda,"Solomon Islands",MUA,-8.32797,157.263,8,5411
1611,Oulu,Oulu,Finland,OUL,64.930061,25.354564,8,446
1612,Mariehamn,Mariehamn,Finland,MHQ,60.122203,19.898156,8,442
1613,Naryan-Mar,Naryan-Mar,Russia,NNM,67.380537,53.051016,8,4371
1614,Ukhta,Ukhta,Russia,UCT,63.340297,53.482592,8,4368
1615,Kzyl-Orda,Kzyl-Orda,Kazakhstan,KZO,44.709,65.591,8,4358
1616,Berlevag,Berlevag,Norway,BVG,70.866667,29,8,4350
1617,Hovden,Orsta-Volda,Norway,HOV,62.18,6.0742,8,4345
1618,Copiapo,Copiapo,Chile,CPO,-27,-70,8,4312
1619,"Ciudad del Este","Ciudad del Este",Paraguay,AGT,-25.4555,-54.843592,8,4305
1620,"Erie Intl Tom Ridge Fld",Erie,"United States",ERI,42.082022,-80.176217,8,4276
1621,"Martha\\'s Vineyard","Vineyard Haven MA","United States",MVY,41.391667,-70.615278,8,4265
1622,Ozamis,Ozamis,Philippines,OZC,8.178508,123.841731,8,4204
1623,Legazpi,Legazpi,Philippines,LGP,13.157064,123.746247,8,4203
1624,Dipolog,Dipolog,Philippines,DPL,8.601261,123.334481,8,4201
1625,Butuan,Butuan,Philippines,BXU,8.951322,125.477972,8,4200
1626,Astypalaia,Astypalaia,Greece,JTY,36.579886,26.375822,8,4190
1627,"Greater Binghamton Edwin A Link Fld",Binghamton,"United States",BGM,42.208689,-75.979839,8,4129
1628,"Idaho Falls Rgnl","Idaho Falls","United States",IDA,43.514556,-112.07075,8,4100
1629,"Phu Bai",Hue,Vietnam,HUI,16.401499,107.702614,8,4082
1630,"El Calafate","El Calafate",Argentina,FTE,-50.280322,-72.053103,8,4061
1631,"Manhattan Reigonal",Manhattan,"United States",MHK,39.140972,-96.670833,8,4050
1632,Champaign,Champaign,"United States",CMI,40.03925,-88.278056,8,4049
1633,Rochester,Rochester,"United States",RST,43.908283,-92.500014,8,4048
1634,"Ayers Rock",Uluru,Australia,AYQ,-25.186111,130.975556,8,4010
1635,"Godofredo P",Caticlan,Philippines,MPH,11.9214999,121.953,8,4002
1636,"Surat Thani","Surat Thani",Thailand,URT,9.1325,99.135556,8,4000
1637,"Clyde River","Clyde River",Canada,YCY,70.486111,-68.516667,8,40
1638,"Ithaca Tompkins Rgnl",Ithaca,"United States",ITH,42.491028,-76.458444,8,3947
1639,"Lewiston Nez Perce Co",Lewiston,"United States",LWS,46.3745,-117.015389,8,3945
1640,"Mutiara Ii","Labuhan Bajo",Indonesia,LBJ,-8.486656,119.88905,8,3917
1641,"H Hasan Aroeboesman",Ende,Indonesia,ENE,-8.849294,121.660644,8,3914
1642,"H As Hanandjoeddin","Tanjung Pandan",Indonesia,TJQ,-2.745722,107.754917,8,3904
1643,"Wolter Monginsidi",Kendari,Indonesia,KDI,-4.081608,122.418231,8,3890
1644,"Youngstown Warren Rgnl",Youngstown,"United States",YNG,41.260736,-80.679097,8,3881
1645,"Watertown Intl",Watertown,"United States",ART,43.991922,-76.021739,8,3838
1646,"Columbia Rgnl",Columbia,"United States",COU,38.818094,-92.219631,8,3719
1647,"Laredo Intl",Laredo,"United States",LRD,27.54375,-99.461556,8,3691
1648,"Salisbury Ocean City Wicomico Rgnl",Salisbury,"United States",SBY,38.340525,-75.510289,8,3642
1649,"Lubeck Blankensee",Luebeck,Germany,LBC,53.805367,10.719222,8,364
1650,"Duluth Intl",Duluth,"United States",DLH,46.842091,-92.193649,8,3598
1651,"Hilo Intl",Hilo,"United States",ITO,19.721375,-155.048469,8,3415
1652,"Coffs Harbour","Coff's Harbour",Australia,CFS,-30.320556,153.116389,8,3356
1653,Albury,Albury,Australia,ABX,-36.067778,146.958056,8,3333
1654,Charleville,Charlieville,Australia,CTL,-26.413334,146.2625,8,3323
1655,"Presidente Nicolau Lobato Intl",Dili,"East Timor",DIL,-8.546553,125.524719,8,3310
1656,Labuan,Labuan,Malaysia,LBU,5.300683,115.250181,8,3270
1657,Jalaluddin,Gorontalo,Indonesia,GTO,0.637119,122.849858,8,3247
1658,"Moses Kilangin",Timika,Indonesia,TIM,-4.528275,136.887375,8,3243
1659,"Frans Kaisiepo",Biak,Indonesia,BIK,-1.190017,136.107997,8,3241
1660,Myitkyina,Myitkyina,Burma,MYT,25.383636,97.351919,8,3224
1661,Shpakovskoye,Stavropol,Russia,STW,45.109165,42.112778,8,2963
1662,Uytash,Makhachkala,Russia,MCX,42.816822,47.652294,8,2961
1663,Abakan,Abakan,Russia,ABA,53.74,91.385,8,2955
1664,Bratsk,Bratsk,Russia,BTK,56.370556,101.698331,8,2936
1665,"Rafael Hernandez",Aguadilla,"Puerto Rico",BQN,18.494861,-67.129444,8,2885
1666,"Grand Case","St. Martin",Guadeloupe,SFG,18.099914,-63.047197,8,2879
1667,"Mayor Buenaventura Vivas","Santo Domingo",Venezuela,STD,7.565111,-72.035125,8,2861
1668,Maturin,Maturin,Venezuela,MUN,9.749067,-63.1534,8,2852
1669,"Josefa Camejo",Paraguana,Venezuela,LSP,11.780775,-70.151497,8,2844
1670,Bagotville,Bagotville,Canada,YBG,48.330555,-70.996391,8,28
1671,Yacuiba,Yacuiba,Bolivia,BYC,-21.960925,-63.651669,8,2772
1672,"Simon Bolivar","Santa Marta",Colombia,SMR,11.11965,-74.230647,8,2748
1673,"Camilo Daza",Cucuta,Colombia,CUC,7.927567,-72.511547,8,2713
1674,"Tres De Mayo","Puerto Asis",Colombia,PUU,0.505228,-76.500836,8,2706
1675,Balmaceda,Balmaceda,Chile,BBA,-45.916058,-71.689475,8,2642
1676,Uberaba,Uberaba,Brazil,UBA,-19.765,-47.964778,8,2635
1677,"Comandante Espora","Bahia Blanca",Argentina,BHI,-38.724967,-62.169317,8,2501
1678,"Cataratas Del Iguazu","Iguazu Falls",Argentina,IGR,-25.737281,-54.473444,8,2471
1679,Dumaguete,Dumaguete,Philippines,DGT,9.333714,123.300472,8,2425
1680,Noumerat,Ghardaia,Algeria,GHA,32.384106,3.794114,8,237
1681,Gwangju,Kwangju,"South Korea",KWJ,35.126389,126.808889,8,2361
1682,Biskra,Biskra,Algeria,BSK,34.793289,5.738231,8,235
1683,Hanamaki,Hanamaki,Japan,HNA,39.428611,141.135278,8,2344
1684,Kochi,Kochi,Japan,KCZ,33.546111,133.669444,8,2332
1685,Fukue,Fukue,Japan,FUJ,32.666269,128.832808,8,2304
1686,Hualien,Hualien,Taiwan,HUN,24.023725,121.616906,8,2278
1687,"Cassidy Intl",Kiritimati,Kiribati,CXI,1.986161,-157.349778,8,2252
1688,"Marshall Islands Intl",Majuro,"Marshall Islands",MAJ,7.064758,171.272022,8,2249
1689,Bateen,"Abu Dhabi","United Arab Emirates",AZI,24.428333,54.458084,8,2180
1690,Tamanrasset,Tamanrasset,Algeria,TMR,22.811461,5.451075,8,216
1691,Kerman,Kerman,Iran,KER,30.274444,56.951111,8,2136
1692,"Sault Ste Marie","Sault Sainte Marie",Canada,YAM,46.485001,-84.509445,8,21
1693,"Mazar I Sharif",Mazar-i-sharif,Afghanistan,MZR,36.706914,67.209678,8,2053
1694,Nelson,Nelson,"New Zealand",NSN,-41.298333,173.221111,8,2024
1695,Hamilton,Hamilton,"New Zealand",HLZ,-37.866661,175.332056,8,2015
1696,Huahine,"Huahine Island","French Polynesia",HUH,-16.687242,-151.021667,8,1991
1697,"Nuku Hiva","Nuku Hiva","French Polynesia",NHV,-8.795603,-140.228789,8,1987
1698,"San Salvador","Cockburn Town",Bahamas,ZSA,24.063275,-74.523967,8,1956
1699,Taloyoak,"Spence Bay",Canada,YYH,69.546667,-93.576667,8,183
1700,"General Rodolfo Sanchez Taboada Intl",Mexicali,Mexico,MXL,32.630634,-115.241637,8,1820
1701,Charlottetown,Charlottetown,Canada,YYG,46.290001,-63.121111,8,182
1702,Smithers,Smithers,Canada,YYD,54.824722,-127.182778,8,179
1703,Pangnirtung,Pangnirtung,Canada,YXP,66.145,-65.713611,8,170
1704,Erhac,Malatya,Turkey,MLX,38.435347,38.091006,8,1695
1705,Sivas,Sivas,Turkey,VAS,39.813828,36.903497,8,1694
1706,"Canadian Rockies Intl",Cranbrook,Canada,YXC,49.612222,-115.781944,8,164
1707,Pico,Pico,Portugal,PIX,38.554333,-28.441333,8,1634
1708,Flores,Flores,Portugal,FLW,39.455272,-31.131361,8,1625
1709,Mosnov,Ostrava,"Czech Republic",OSR,49.696292,18.111053,8,1582
1710,Parma,Parma,Italy,PMF,44.824483,10.296367,8,1531
1711,"Hall Beach","Hall Beach",Canada,YUX,68.776111,-81.243611,8,148
1712,"Repulse Bay","Repulse Bay",Canada,YUT,66.521389,-86.224722,8,147
1713,Kasos,Kasos,Greece,KSJ,35.421358,26.910047,8,1461
1714,Kithira,Kithira,Greece,KIT,36.274258,23.016978,8,1454
1715,Garons,Nimes,France,FNI,43.757444,4.416347,8,1439
1716,Carpiquet,Caen,France,CFR,49.173333,-0.45,8,1412
1717,"Fort Smith","Fort Smith",Canada,YSM,60.020278,-111.961944,8,136
1718,Marcillac,Rodez,France,RDZ,44.407869,2.482672,8,1289
1719,Quesnel,Quesnel,Canada,YQZ,53.026112,-122.510278,8,127
1720,"Grande Prairie","Grande Prairie",Canada,YQU,55.179722,-118.885,8,122
1721,Osijek,Osijek,Croatia,OSI,45.462667,18.810156,8,1202
1722,"Lamu Manda",Lamu,Kenya,LAU,-2.252417,40.913097,8,1144
1723,"Aswan Intl",Aswan,Egypt,ASW,23.964356,32.819975,8,1136
1724,Nouadhibou,Nouadhibou,Mauritania,NDB,20.933067,-17.029956,8,1097
1725,"J M Nkomo Intl",Bulawayo,Zimbabwe,BUQ,-20.017431,28.617869,8,1001
1726,"Sao Tome Intl","Sao Tome","Sao Tome and Principe",TMS,0.378175,6.712153,7,973
1727,"Mara Serena Airport","Masai Mara",Kenya,MRE,-1.406111,35.008056,7,7424
1728,"Kotlik Airport",Kotlik,"United States",KOT,63.030556,-163.532778,7,7207
1729,"Kwigillingok Airport",Kwigillingok,"United States",KWK,59.876389,-163.168611,7,7096
1730,"Emmonak Airport",Emmonak,"United States",EMK,62.786111,-164.490833,7,7087
1731,"Bonaventure Airport",Bonaventure,Canada,YVB,48.0711,-65.4603,7,6775
1732,"Samburu South Airport","Samburu South",Kenya,UAS,0.530583,37.5342,7,6773
1733,"Sege Airport",Sege,"Solomon Islands",EGM,-8.57889,157.876,7,6758
1734,"Tambor Airport",Nicoya,"Costa Rica",TMU,9.73852,-85.0138,7,6732
1735,"Anaktuvuk Pass Airport","Anaktuvuk Pass","United States",AKP,68.1336,-151.743,7,6712
1736,"Dryden Rgnl",Dryden,Canada,YHD,49.831667,-92.744167,7,67
1737,Andenes,Andoya,Norway,ANX,69.2925,16.144167,7,631
1738,"Longreach Airport",Longreach,Australia,LRE,-23.4342,144.28,7,6289
1739,"Haines Airport",Haines,"United States",HNS,59.2438,-135.524,7,5963
1740,"Skagway Airport",Skagway,"United States",SGY,59.4601,-135.316,7,5961
1741,"Craig Cove Airport","Craig Cove",Vanuatu,CCV,-16.265,167.924,7,5897
1742,"Pikangikum Airport",Pikangikum,Canada,YPM,51.8197,-93.9733,7,5521
1743,"Inukjuak Airport",Inukjuak,Canada,YPH,58.4719,-78.0769,7,5520
1744,Skagen,Stokmarknes,Norway,SKN,68.580833,15.026111,7,4252
1745,Ikaria,Ikaria,Greece,JIK,37.682717,26.347061,7,4191
1746,Lanai,Lanai,"United States",LNY,20.785611,-156.951419,7,3851
1747,Molokai,Molokai,"United States",MKK,21.152886,-157.096256,7,3705
1748,"Fak Fak","Fak Fak",Indonesia,FKQ,-2.920192,132.267031,7,3257
1749,Taraz,Dzhambul,Kazakhstan,DMB,42.853611,71.303611,7,2911
1750,Pelotas,Pelotas,Brazil,PET,-31.718353,-52.327689,7,2603
1751,Altamira,Altamira,Brazil,ATM,-3.253906,-52.253978,7,2566
1752,"Bartolomeu Lisandro",Campos,Brazil,CAW,-21.698333,-41.301669,7,2543
1753,Moorea,Moorea,"French Polynesia",MOZ,-17.489972,-149.761869,7,1992
1754,Golfito,Golfito,"Costa Rica",GLF,8.653775,-83.180544,7,1879
1755,Konya,Konya,Turkey,KYA,37.979,32.561861,7,1691
1756,"Transilvania Targu Mures","Tirgu Mures",Romania,TGM,46.467714,24.412525,7,1662
1757,Valladolid,Valladolid,Spain,VLL,41.706111,-4.851944,7,1247
1758,"Eldoret Intl",Eldoret,Kenya,EDL,0.404458,35.238928,7,1138
1759,Quelimane,Quelimane,Mozambique,UEL,-17.8555,36.869106,6,986
1760,Inhambane,Inhambane,Mozambique,INH,-23.876431,35.408544,6,976
1761,Lubango,Lubango,Angola,SDD,-14.924733,13.575022,6,959
1762,Soyo,Soyo,Angola,SZA,-6.141086,12.371764,6,958
1763,Menongue,Menongue,Angola,SPP,-14.657583,17.719833,6,953
1764,Huambo,Huambo,Angola,NOV,-12.808878,15.760547,6,948
1765,Toliara,Toliara,Madagascar,TLE,-23.383369,43.728453,6,943
1766,Sambava,Sambava,Madagascar,SVB,-14.278611,50.174721,6,933
1767,"Philibert Tsiranana",Mahajanga,Madagascar,MJN,-15.667144,46.351828,6,929
1768,Antsirabato,Antalaha,Madagascar,ANM,-14.999411,50.320233,6,927
1769,"Sigiriya Airport",Sigiriya,"Sri Lanka",GIU,7.57212,80.43412,6,9229
1770,"Sainte Marie","Sainte Marie",Madagascar,SMS,-17.093889,49.815834,6,920
1771,"St Pierre Pierrefonds",St.-pierre,Reunion,ZSE,-21.320039,55.423581,6,917
1772,Moosonee,Moosonee,Canada,YMO,51.291111,-80.607778,6,91
1773,Brusselton,Brusselton,Australia,BQB,-33.687222,115.400278,6,9090
1774,"Bangui M Poko",Bangui,"Central African Republic",BGF,4.398475,18.518786,6,888
1775,"Yongzhou Lingling Airport",Yongzhou,China,LLF,26.345556,111.612222,6,8845
1776,Bauru-Arealva,Bauru,Brazil,JTC,-22.157778,-49.068333,6,8238
1777,"Toksook Bay Airport","Toksook Bay","United States",OOK,60.541389,-165.087222,6,8200
1778,Tianyang,Baise,China,AEB,23.72,106.96,6,8082
1779,"Mackenzie Airport","Mackenzie British Columbia",Canada,YZY,55.29944,-123.08333,6,7987
1780,"Ukunda Airport",Ukunda,Kenya,UKA,-4.29694,39.5714,6,7976
1781,Waterloo,Waterloo,Canada,YKF,43.460833,-80.378611,6,79
1782,"Provo Municipal Airport",Provo,"United States",PVU,40.21805555,-111.72222222,6,7579
1783,"Zhijiang Airport",Zhijiang,China,HJJ,27.441389,109.699722,6,7519
1784,"Liping Airport",Liping,China,HZH,26.206,109.039,6,7508
1785,"Pond Inlet","Pond Inlet",Canada,YIO,72.683334,-77.966667,6,75
1786,"Jijiga Airport",Jijiga,Ethiopia,JIJ,9.359722,42.7875,6,7417
1787,"Joacaba Airport",Joacaba,Brazil,JCB,-27.172778,-51.500833,6,7384
1788,"Dourados Airport",Dourados,Brazil,DOU,-22.220833,-54.805833,6,7380
1789,"Sinop Airport",Sinop,Brazil,OPS,-11.885,-55.586,6,7367
1790,"Cabo Frio International Airport","Cabo Frio",Brazil,CFB,-22.921667,-42.074167,6,7364
1791,Vasteras,Vasteras,Sweden,VST,59.589444,16.633611,6,733
1792,"Bella Bella Airport","Bella Bella",Canada,ZEL,52.139722,-128.063611,6,7275
1793,Skelleftea,Skelleftea,Sweden,SFT,64.624772,21.076892,6,726
1794,"Havre Saint-Pierre Airport",Havre-Saint-Pierre,Canada,YGV,50.281944,-63.611389,6,7255
1795,"St. George Airport","St. George","United States",STG,56.577222,-169.663611,6,7247
1796,Kiruna,Kiruna,Sweden,KRN,67.821986,20.336764,6,724
1797,"Grayling Airport",Grayling,"United States",KGX,62.894444,-160.065,6,7219
1798,"Tuluksak Airport",Tuluksak,"United States",TLT,61.096944,-160.969444,6,7218
1799,"Akiak Airport",Akiak,"United States",AKI,60.902778,-161.230556,6,7217
1800,"Pilot Station Airport","Pilot Station","United States",PQS,61.934444,-162.899444,6,7216
1801,"Kongiganak Airport",Kongiganak,"United States",KKH,59.960833,-162.881111,6,7213
1802,"Klawock Airport",Klawock,"United States",KLW,55.579167,-133.076111,6,7205
1803,"Kipnuk Airport",Kipnuk,"United States",KPN,59.933056,-164.030556,6,7201
1804,"Hay River","Hay River",Canada,YHY,60.839722,-115.782778,6,72
1805,"Teller Airport",Teller,"United States",TLA,65.240278,-166.339444,6,7186
1806,"Kobuk Airport",Kobuk,"United States",OBU,66.912222,-156.897222,6,7180
1807,"Metlakatla Seaplane Base",Metakatla,"United States",MTM,55.131111,-131.578056,6,7146
1808,"Hoonah Airport",Hoonah,"United States",HNH,58.096111,-135.409722,6,7142
1809,"Shungnak Airport",Shungnak,"United States",SHG,66.888056,-157.1625,6,7117
1810,"Nulato Airport",Nulato,"United States",NUL,64.729444,-158.074167,6,7111
1811,"Kwethluk Airport",Kwethluk,"United States",KWT,60.790278,-161.443611,6,7095
1812,"Eek Airport",Eek,"United States",EEK,60.213611,-162.043889,6,7093
1813,"Shageluk Airport",Shageluk,"United States",SHX,62.692222,-159.569167,6,7090
1814,Kalmar,Kalkmar,Sweden,KLR,56.685531,16.287578,6,707
1815,"Alliance Municipal Airport",Alliance,"United States",AIA,42.053333,-102.803889,6,7067
1816,"Chadron Municipal Airport",Chadron,"United States",CDR,42.8375,-103.095556,6,7066
1817,Municipal,Corozal,Belize,CZH,18.3822,-88.4119,6,7029
1818,"Chefornak Airport",Chefornak,"United States",CYF,60.149167,-164.285556,6,6960
1819,"Drake Bay Airport",Puntarenas,"Costa Rica",DRK,8.71889,-83.6417,6,6945
1820,"Heilongjiang Mohe Airport","Mohe County",China,OHE,52.915,122.427,6,6943
1821,Ronneby,Ronneby,Sweden,RNB,56.266667,15.265,6,685
1822,"Sawyer International Airport",Marquette,"United States",MQT,46.353611,-87.395278,6,6838
1823,"Ulukhaktok Holman","Holman Island",Canada,YHI,70.762778,-117.806111,6,68
1824,"Mus Airport",Mus,Turkey,MSR,38.747769,41.661236,6,6782
1825,"Walvis Bay Airport","Walvis Bay",Namibia,WVB,-22.9799,14.6453,6,6778
1826,"Capitan Corbeta C A Curbelo International Airport","Punta del Este",Uruguay,PDP,-34.855139,-55.094278,6,6777
1827,"Chaoyang Airport",Chaoyang,China,CHG,41.5381,120.435,6,6772
1828,"Changzhoudao Airport",Wuzhou,China,WUZ,23.4567,111.248,6,6744
1829,"Arenal Airport","La Fortuna/San Carlos","Costa Rica",FON,10.478,-84.6345,6,6731
1830,"Shishmaref Airport",Shishmaref,"United States",SHH,66.2496,-166.089,6,6723
1831,"Kivalina Airport",Kivalina,"United States",KVL,67.7362,-164.563,6,6719
1832,"Kaltag Airport",Kaltag,"United States",KAL,64.3191,-158.741,6,6717
1833,"Anvik Airport",Anvik,"United States",ANV,62.6467,-160.191,6,6713
1834,Sorstokken,Stord,Norway,SRP,59.791925,5.34085,6,660
1835,Longyear,Svalbard,Norway,LYR,78.246111,15.465556,6,658
1836,"Iles De La Madeleine","Iles De La Madeleine",Canada,YGR,47.424721,-61.778056,6,65
1837,"Heihe Airport",Heihe,China,HEK,50.25,127.3,6,6410
1838,"Qamdo Bangda Airport",Bangda,China,BPX,30.5536,97.1083,6,6396
1839,"Zhaotong Airport",Zhaotong,China,ZAT,27.3256,103.755,6,6378
1840,"Simao Airport",Simao,China,SYM,22.7933,100.959,6,6377
1841,"Wynyard Airport",Burnie,Australia,BWT,-40.9989,145.731,6,6338
1842,"Roma Airport",Roma,Australia,RMA,-26.545,148.775,6,6324
1843,"Paraburdoo Airport",Paraburdoo,Australia,PBO,-23.1711,117.745,6,6314
1844,"Mornington Island Airport","Mornington Island",Australia,ONG,-16.6625,139.178,6,6304
1845,"Moranbah Airport",Moranbah,Australia,MOV,-22.0578,148.077,6,6301
1846,"Maningrida Airport",Maningrida,Australia,MNG,-12.0561,134.234,6,6296
1847,"Merimbula Airport",Merimbula,Australia,MIM,-36.9086,149.901,6,6294
1848,"Lord Howe Island Airport","Lord Howe Island",Australia,LDH,-31.5383,159.077,6,6285
1849,"Geraldton Airport",Geraldton,Australia,GET,-28.7961,114.707,6,6268
1850,"Doomadgee Airport",Doomadgee,Australia,DMD,-17.9403,138.822,6,6262
1851,"Albany Airport",Albany,Australia,ALH,-34.9433,117.809,6,6235
1852,"Lawas Airport",Lawas,Malaysia,LWY,4.84917,115.408,6,6219
1853,"Dumatubun Airport","Langgur-Kei Islands",Indonesia,LUV,-5.661619,132.731431,6,6212
1854,"Barau(Kalimaru) Airport","Tanjung Redep-Borneo Island",Indonesia,BEJ,2.155497,117.432256,6,6209
1855,"Tambolaka Airport","Waikabubak-Sumba Island",Indonesia,TMC,-9.409717,119.244494,6,6204
1856,"La Grande Riviere","La Grande Riviere",Canada,YGL,53.625278,-77.704167,6,62
1857,"Pleiku Airport",Pleiku,Vietnam,PXU,14.004522,108.017158,6,6194
1858,"Phu Cat Airport",Phucat,Vietnam,UIH,13.954986,109.042267,6,6193
1859,"Trà Nóc Airport","Can Tho",Vietnam,VCA,10.085119,105.711922,6,6191
1860,"Gan Island Airport","Gan Island",Maldives,GAN,-0.693342,73.1556,6,6183
1861,"Andizhan Airport",Andizhan,Uzbekistan,AZN,40.7277,72.294,6,6148
1862,"Pobedilovo Airport",Kirov,Russia,KVX,58.5033,49.3483,6,6142
1863,"Kostanay West Airport",Kostanay,Kazakhstan,KSN,53.206944,63.550278,6,6088
1864,"Juan Pablo Pérez Alfonso Airport","El Vigía",Venezuela,VIG,8.6241,-71.672819,6,6072
1865,"Obando Airport","Puerto Inírida",Colombia,PDA,3.85,-67.91,6,6054
1866,"General Rivadeneira Airport",Esmeraldas,Ecuador,ESM,0.978519,-79.6266,6,6047
1867,"Roxas Airport","Roxas City",Philippines,RXS,11.597669,122.751669,6,6026
1868,"Tuguegarao Airport",Tuguegarao,Philippines,TUG,17.638311,121.730614,6,6021
1869,"Surigao Airport","Sangley Point",Philippines,SUG,9.757567,125.479328,6,6016
1870,"Sacheon Air Base",Sacheon,"South Korea",HIN,35.088543,128.07037,6,6007
1871,"Holy Cross Airport","Holy Cross","United States",HCR,62.1883,-159.775,6,5962
1872,"Gustavus Airport",Gustavus,"United States",GST,58.4253,-135.707,6,5960
1873,"Uromiyeh Airport",Uromiyeh,Iran,OMH,37.6681,45.0687,6,5936
1874,"Ardabil Airport",Ardabil,Iran,ADU,38.325678,48.424356,6,5935
1875,"Ipota Airport",Ipota,Vanuatu,IPA,-18.8783,169.308,6,5918
1876,"Gaua Island Airport","Gaua Island",Vanuatu,ZGU,-14.2181,167.587,6,5906
1877,"Lonorore Airport",Lonorore,Vanuatu,LNE,-15.8656,168.172,6,5904
1878,"Torres Airstrip",Loh/Linua,Vanuatu,TOH,-13.328,166.638,6,5895
1879,"Sola Airport",Sola,Vanuatu,SLH,-13.8517,167.537,6,5894
1880,"Mota Lava Airport",Ablow,Vanuatu,MTV,-13.666,167.712,6,5893
1881,"Ua Huka Airport","Ua Huka","French Polynesia",UAH,-8.93611,-139.552,6,5892
1882,"Ua Pou Airport","Ua Pou","French Polynesia",UAP,-9.35167,-140.078,6,5891
1883,"Savusavu Airport",Savusavu,Fiji,SVU,-16.8028,179.341,6,5878
1884,"Matei Airport",Matei,Fiji,TVU,-16.6906,-179.877,6,5875
1885,"Arthurs Town Airport","Arthur's Town",Bahamas,ATC,24.629417,-75.673775,6,5857
1886,"Dr Joaquin Balaguer International Airport","La Isabela","Dominican Republic",JBQ,18.5725,-69.9856,6,5811
1887,"Kahramanmaras Airport",Kahramanmaras,Turkey,KCM,37.539,36.9534,6,5798
1888,"Kars Airport",Kars,Turkey,KSY,40.562222,43.115002,6,5796
